"hgnc_symbol","ensembl_gene_id","chromosome_name","start_position","end_position","entrezgene_id"
"RNF207","ENSG00000158286","1",6205475,6221299,388591
"GPR153","ENSG00000158292","1",6247353,6261098,387509
"RHBDL2","ENSG00000158315","1",38885807,38941830,54933
"NBL1","ENSG00000158747","1",19596979,19658456,4681
"NBL1","ENSG00000158747","1",19596979,19658456,100532736
"CDA","ENSG00000158825","1",20589086,20618903,978
"PINK1","ENSG00000158828","1",20633458,20651511,65018
"CACHD1","ENSG00000158966","1",64470129,64693058,57685
"EPB41","ENSG00000159023","1",28887091,29120046,2035
"SV2A","ENSG00000159164","1",149903318,149917844,9900
"C1QC","ENSG00000159189","1",22643633,22648110,714
"CIART","ENSG00000159208","1",150282543,150287093,148523
"CCDC24","ENSG00000159214","1",43991359,43996528,149473
"PSMD4","ENSG00000159352","1",151254709,151267479,5710
"ATP13A2","ENSG00000159363","1",16985958,17011928,23400
"PSMB4","ENSG00000159377","1",151399560,151401937,5692
"CELF3","ENSG00000159409","1",151700058,151716803,11189
"ALDH4A1","ENSG00000159423","1",18871430,18902724,8659
"MED8","ENSG00000159479","1",43383917,43389808,112950
"GPBP1L1","ENSG00000159592","1",45627304,45688113,60313
"TMEM69","ENSG00000159596","1",45688181,45694436,51249
"EFCAB14","ENSG00000159658","1",46674659,46719146,9813
"DFFA","ENSG00000160049","1",10456522,10472529,1676
"CCDC28B","ENSG00000160050","1",32200595,32205453,79140
"IQCC","ENSG00000160051","1",32205671,32208682,55721
"TMEM234","ENSG00000160055","1",32214472,32222359,56063
"BSDC1","ENSG00000160058","1",32364633,32394731,55108
"ZBTB8A","ENSG00000160062","1",32539427,32605941,653121
"ATAD3B","ENSG00000160072","1",1471765,1497848,83858
"SSU72","ENSG00000160075","1",1541673,1574863,29101
"UBE2J2","ENSG00000160087","1",1253909,1273864,118424
"ZNF362","ENSG00000160094","1",33256492,33300719,149076
"FNDC5","ENSG00000160097","1",32862268,32872482,252995
"TAL1","ENSG00000162367","1",47216290,47232220,6886
"CMPK1","ENSG00000162368","1",47333797,47378839,51727
"BEND5","ENSG00000162373","1",48727519,48776969,79656
"ELAVL4","ENSG00000162374","1",50024029,50203772,1996
"COA7","ENSG00000162377","1",52684449,52698347,65260
"ZYG11B","ENSG00000162378","1",52726453,52827336,79699
"CZIB","ENSG00000162384","1",53214099,53220634,54987
"MAGOH","ENSG00000162385","1",53226900,53238518,4116
"ACOT11","ENSG00000162390","1",54542257,54639192,26027
"PARS2","ENSG00000162396","1",54756898,54764523,25973
"USP24","ENSG00000162402","1",55066359,55215364,23358
"PLPP3","ENSG00000162407","1",56494761,56645301,8613
"NOL9","ENSG00000162408","1",6521347,6554513,79707
"PRKAA2","ENSG00000162409","1",56645314,56715335,5563
"KLHL21","ENSG00000162413","1",6590724,6614607,9903
"ZSWIM5","ENSG00000162415","1",45016399,45306209,57643
"GMEB1","ENSG00000162419","1",28668778,28719353,10691
"SLC45A1","ENSG00000162426","1",8318114,8344167,50651
"SELENON","ENSG00000162430","1",25800176,25818221,57190
"AK4","ENSG00000162433","1",65147549,65232145,205
"JAK1","ENSG00000162434","1",64833229,65067754,3716
"RAVER2","ENSG00000162437","1",64745095,64833232,55225
"LZIC","ENSG00000162441","1",9922113,9943407,84328
"RBP7","ENSG00000162444","1",9997206,10016021,116362
"FBLIM1","ENSG00000162458","1",15756607,15786594,54751
"SLC25A34","ENSG00000162461","1",15736258,15741392,284723
"AKR7A3","ENSG00000162482","1",19282573,19288770,22977
"PDPN","ENSG00000162493","1",13583465,13617957,10630
"DHRS3","ENSG00000162496","1",12567910,12618210,9249
"LAPTM5","ENSG00000162511","1",30732469,30757774,7805
"SDC3","ENSG00000162512","1",30869466,30908758,9672
"PEF1","ENSG00000162517","1",31629866,31644896,553115
"SYNC","ENSG00000162520","1",32679906,32703596,81493
"RBBP4","ENSG00000162521","1",32651142,32686211,5928
"KIAA1522","ENSG00000162522","1",32741830,32774970,57648
"TSSK3","ENSG00000162526","1",32351521,32364312,81629
"TMCO4","ENSG00000162542","1",19682240,19799945,255104
"UBXN10","ENSG00000162543","1",20186096,20196050,127733
"CAMK2N1","ENSG00000162545","1",20482391,20486210,55450
"ALPL","ENSG00000162551","1",21509397,21578410,249
"SCNN1D","ENSG00000162572","1",1280436,1292029,6339
"MXRA8","ENSG00000162576","1",1352689,1361777,54587
"FAAP20","ENSG00000162585","1",2184461,2212720,199990
"MEGF6","ENSG00000162591","1",3487951,3611508,1953
"DIRAS3","ENSG00000162595","1",68045886,68051631,9077
"NFIA","ENSG00000162599","1",60865259,61462788,4774
"OMA1","ENSG00000162600","1",58415384,58546802,115209
"MYSM1","ENSG00000162601","1",58643440,58700077,114803
"TM2D1","ENSG00000162604","1",61681046,61725423,83941
"USP1","ENSG00000162607","1",62436297,62451804,7398
"FUBP1","ENSG00000162613","1",77944055,77979110,8880
"NEXN","ENSG00000162614","1",77888513,77943895,91624
"DNAJB4","ENSG00000162616","1",77979175,78017964,11080
"ADGRL4","ENSG00000162618","1",78889764,79282124,64123
"TYW3","ENSG00000162623","1",74733152,74766678,127253
"SNX7","ENSG00000162627","1",98661701,98760500,51375
"NTNG1","ENSG00000162631","1",107140007,107484923,22854
"FAM102B","ENSG00000162636","1",108560089,108644900,284611
"HENMT1","ENSG00000162639","1",108648290,108661526,113802
"C1orf52","ENSG00000162642","1",85249953,85259672,148423
"GBP2","ENSG00000162645","1",89106132,89150456,2634
"ATXN7L2","ENSG00000162650","1",109483479,109492804,127002
"GBP4","ENSG00000162654","1",89181144,89198942,115361
"ZNF326","ENSG00000162664","1",89995110,90035533,284695
"AGL","ENSG00000162688","1",99850361,99924023,178
"VCAM1","ENSG00000162692","1",100719742,100739045,7412
"EXTL2","ENSG00000162694","1",100872372,100895179,2135
"SLC30A7","ENSG00000162695","1",100896076,100981757,148867
"RBM15","ENSG00000162775","1",110338506,110346681,64783
"ACP6","ENSG00000162836","1",147629652,147670524,51205
"RPRD2","ENSG00000163125","1",150363091,150476566,23248
"CTSS","ENSG00000163131","1",150730079,150765957,1520
"TNFAIP8L2","ENSG00000163154","1",151156649,151159749,79626
"LYSMD1","ENSG00000163155","1",151159748,151165948,388695
"SCNM1","ENSG00000163156","1",151156664,151170296,79005
"SCNM1","ENSG00000163156","1",151156664,151170296,100534012
"VPS72","ENSG00000163159","1",151176304,151195321,6944
"HIPK1","ENSG00000163349","1",113929324,113977869,204851
"SLC22A15","ENSG00000163393","1",115976513,116070054,55356
"ATP1A1","ENSG00000163399","1",116372668,116410261,476
"SMIM12","ENSG00000163866","1",34712737,34859755,113444
"ZMYM6","ENSG00000163867","1",34986165,35031945,9204
"GRIK3","ENSG00000163873","1",36795527,37034515,2899
"ZC3H12A","ENSG00000163874","1",37474580,37484377,80149
"MEAF6","ENSG00000163875","1",37489993,37514766,64769
"SNIP1","ENSG00000163877","1",37534449,37554293,79753
"DNALI1","ENSG00000163879","1",37556919,37566857,7802
"HEYL","ENSG00000163909","1",39623435,39639643,26508
"EXO5","ENSG00000164002","1",40508741,40516556,64789
"C1orf50","ENSG00000164008","1",42767249,42779491,79078
"ERMAP","ENSG00000164010","1",42817122,42844991,114625
"ZNF691","ENSG00000164011","1",42846573,42852477,51058
"MFSD2A","ENSG00000168389","1",39955112,39969968,84879
"NDUFS5","ENSG00000168653","1",39026318,39034636,4725
"SLC16A4","ENSG00000168679","1",110362851,110391082,9122
"AHCYL1","ENSG00000168710","1",109984765,110023742,10768
"GSTM4","ENSG00000168765","1",109656099,109674836,2948
"RAB3B","ENSG00000169213","1",51907956,51990700,5865
"CD52","ENSG00000169442","1",26317958,26320523,1043
"CLIC4","ENSG00000169504","1",24745382,24844321,25932
"DFFB","ENSG00000169598","1",3857267,3885429,1677
"LUZP1","ENSG00000169641","1",23084023,23177808,7798
"CALML6","ENSG00000169885","1",1915108,1917296,163688
"OTUD3","ENSG00000169914","1",19882395,19912945,23252
"PUSL1","ENSG00000169972","1",1308597,1311677,126789
"IFFO2","ENSG00000169991","1",18904280,18956676,126917
"S1PR1","ENSG00000170989","1",101236865,101243713,1901
"LURAP1","ENSG00000171357","1",46203334,46221256,541468
"KCND3","ENSG00000171385","1",111770662,111989668,3752
"LRRC8C","ENSG00000171488","1",89633072,89769903,84230
"LRRC8D","ENSG00000171492","1",89821014,89936611,55144
"CLSTN1","ENSG00000171603","1",9728926,9823984,22883
"PIK3CD","ENSG00000171608","1",9651731,9729114,5293
"SLC25A33","ENSG00000171612","1",9539465,9585173,84275
"SPSB1","ENSG00000171621","1",9292894,9369532,80176
"PLEKHG5","ENSG00000171680","1",6467122,6520074,57449
"TMEM51","ENSG00000171729","1",15152532,15220478,55092
"CAMTA1","ENSG00000171735","1",6785454,7769706,23261
"CTPS1","ENSG00000171793","1",40979688,41012565,1503
"EXOSC10","ENSG00000171824","1",11066618,11099869,5394
"SRGAP2C","ENSG00000171943","1",121184811,121392874,653464
"PPIH","ENSG00000171960","1",42658335,42676758,10465
"EPHX4","ENSG00000172031","1",92029985,92063538,253152
"NEGR1","ENSG00000172260","1",71395943,72282539,257194
"ALG14","ENSG00000172339","1",94974405,95072951,199857
"GNG12","ENSG00000172380","1",67701475,67833467,55970
"FGGY","ENSG00000172456","1",59296638,59810647,55277
"C1QB","ENSG00000173369","1",22652762,22661637,713
"C1QA","ENSG00000173372","1",22636628,22639678,712
"DAB1","ENSG00000173406","1",56994778,58546734,1600
"MICOS10","ENSG00000173436","1",19484403,19629821,440574
"NMNAT1","ENSG00000173614","1",9943428,9985501,64802
"HSPB7","ENSG00000173641","1",16014028,16019594,27129
"UQCRH","ENSG00000173660","1",46303698,46316776,7388
"PLK3","ENSG00000173846","1",44800377,44805990,1263
"PIFO","ENSG00000173947","1",111346600,111353013,128344
"GNG5","ENSG00000174021","1",84498325,84506581,2787
"CYB561D1","ENSG00000174151","1",109494052,109502932,284613
"GLIS1","ENSG00000174332","1",53506237,53738106,148979
"PODN","ENSG00000174348","1",53062052,53085501,127435
"AKIRIN1","ENSG00000174574","1",38991276,39006059,79647
"GLMN","ENSG00000174842","1",92246402,92298987,11146
"PDIK1L","ENSG00000175087","1",26111165,26125555,149420
"MARCKSL1","ENSG00000175130","1",32333839,32336233,65108
"NPPA","ENSG00000175206","1",11845709,11848345,4878
"CENPS","ENSG00000175279","1",10430433,10442808,378708
"AURKAIP1","ENSG00000175756","1",1373730,1375495,54998
"SFN","ENSG00000175793","1",26863149,26864456,2810
"B3GALT6","ENSG00000176022","1",1232237,1235041,126792
"ZBTB8OS","ENSG00000176261","1",32600172,32650903,339487
"MTHFR","ENSG00000177000","1",11785723,11806455,4524
"PRDM16-DT","ENSG00000177133","1",3059615,3068437,440556
"RIMKLA","ENSG00000177181","1",42380792,42424232,284716
"KCNA2","ENSG00000177301","1",110519837,110631474,3737
"JUN","ENSG00000177606","1",58776845,58784048,3725
"AGTRAP","ENSG00000177674","1",11736084,11754802,57085
"SVBP","ENSG00000177868","1",42807052,42817397,374969
"DMAP1","ENSG00000178028","1",44213455,44220681,55929
"BOLA1","ENSG00000178096","1",149887890,149900798,51027
"PDE4DIP","ENSG00000178104","1",148808181,149048286,9659
"CTNNBIP1","ENSG00000178585","1",9848276,9910336,56998
"RIIAD1","ENSG00000178796","1",151710433,151729805,284485
"TMEM52","ENSG00000178821","1",1917590,1919279,339456
"ERICH3","ENSG00000178965","1",74568117,74673792,127254
"RCC2","ENSG00000179051","1",17406760,17439677,55920
"FUCA1","ENSG00000179163","1",23845077,23868290,2517
"TMEM125","ENSG00000179178","1",43269983,43274002,128218
"VWA1","ENSG00000179403","1",1434861,1442882,64856
"","ENSG00000179743","1",15834474,15848147,729614
"CITED4","ENSG00000179862","1",40861054,40862363,163732
"C1orf194","ENSG00000179902","1",109105951,109113857,127003
"TRNAU1AP","ENSG00000180098","1",28553085,28578545,54952
"RCC1","ENSG00000180198","1",28505943,28539300,1104
"MIGA1","ENSG00000180488","1",77779624,77879539,374986
"PDIA3P1","ENSG00000180867","1",147172744,147179622,NA
"GPR88","ENSG00000181656","1",100538139,100542021,54112
"AMIGO1","ENSG00000181754","1",109504178,109509738,57463
"GPR3","ENSG00000181773","1",27392622,27395814,2827
"LSM10","ENSG00000181817","1",36391238,36397908,84967
"TDRKH","ENSG00000182134","1",151770107,151791416,11022
"PAQR7","ENSG00000182749","1",25861484,25875708,164091
"PRKCZ-AS1","ENSG00000182873","1",2181794,2184389,100506504
"FAM43B","ENSG00000183114","1",20552573,20555020,163933
"SELENOF","ENSG00000183291","1",86862445,86914424,9403
"EPHA10","ENSG00000183317","1",37713880,37765133,284656
"FHL3","ENSG00000183386","1",37996770,38005606,2275
"SF3A3","ENSG00000183431","1",37956975,37990075,10946
"UTP11","ENSG00000183520","1",38009258,38024820,51118
"FAM167B","ENSG00000183615","1",32247222,32248856,84734
"BMP8A","ENSG00000183682","1",39491636,39529869,353500
"TMEM50A","ENSG00000183726","1",25338317,25362361,23585
"SRARP","ENSG00000183888","1",16004236,16008807,149563
"ST6GALNAC3","ENSG00000184005","1",76074746,76634603,256435
"PTP4A2","ENSG00000184007","1",31906421,31944856,8073
"MROH7","ENSG00000184313","1",54641754,54710266,374977
"CSF1","ENSG00000184371","1",109910242,109930992,1435
"PDE4B","ENSG00000184588","1",65792514,66374579,5142
"ZBTB40","ENSG00000184677","1",22428838,22531157,9923
"H2BC21","ENSG00000184678","1",149884459,149886652,8349
"MANEAL","ENSG00000185090","1",37793847,37801137,149175
"FAF1","ENSG00000185104","1",50437028,50960267,11124
"FAM131C","ENSG00000185519","1",16057769,16073651,348487
"POU3F1","ENSG00000185668","1",38043829,38046793,5453
"RNPC3","ENSG00000185946","1",103525691,103555239,55599
"POLR3C","ENSG00000186141","1",145824088,145844402,10623
"MST1P2","ENSG00000186301","1",16645622,16650289,NA
"NUDT17","ENSG00000186364","1",145845630,145848954,200035
"CYP4X1","ENSG00000186377","1",47023669,47050751,260293
"CCDC30","ENSG00000186409","1",42463221,42657190,728621
"TMEM222","ENSG00000186501","1",27322145,27336400,84065
"HPDL","ENSG00000186603","1",45326895,45328679,84842
"RNF220","ENSG00000187147","1",44405194,44651724,55182
"GJA4","ENSG00000187513","1",34792999,34795747,2701
"ISG15","ENSG00000187608","1",1001138,1014540,9636
"GABRD","ENSG00000187730","1",2019329,2030758,2563
"ZFP69B","ENSG00000187801","1",40450102,40463718,65243
"ZFP69","ENSG00000187815","1",40477290,40496343,339559
"KLHL17","ENSG00000187961","1",960584,965719,339451
"GPR89B","ENSG00000188092","1",147928393,147993592,51463
"AGRN","ENSG00000188157","1",1020120,1056118,375790
"HES4","ENSG00000188290","1",998962,1000172,57801
"SRSF10","ENSG00000188529","1",23964347,23980927,10772
"DPYD","ENSG00000188641","1",97077743,97995000,1806
"RHCE","ENSG00000188672","1",25362249,25430192,6006
"MTF1","ENSG00000188786","1",37809574,37859592,4520
"TMEM201","ENSG00000188807","1",9588911,9614877,199953
"NOC2L","ENSG00000188976","1",944203,959309,26155
"PNRC2","ENSG00000189266","1",23956839,23963462,55629
"KAZN","ENSG00000189337","1",13892792,15118043,23254
"SLC35E2B","ENSG00000189339","1",1659529,1692795,728661
"SH2D5","ENSG00000189410","1",20719731,20732837,400745
"STK40","ENSG00000196182","1",36339624,36385924,83931
"YRDC","ENSG00000196449","1",37802945,37808208,79693
"GDAP2","ENSG00000196505","1",117863485,117929621,54834
"SLC6A9","ENSG00000196517","1",43991500,44031467,6536
"AJAP1","ENSG00000196581","1",4654609,4792534,55966
"ZMYM1","ENSG00000197056","1",35032172,35115859,79830
"SLC6A17","ENSG00000197106","1",110150494,110202202,388662
"LRRC8B","ENSG00000197147","1",89524829,89597861,23507
"FAM110D","ENSG00000197245","1",26159079,26163962,79927
"DDI2","ENSG00000197312","1",15617458,15669044,84301
"TRIM33","ENSG00000197323","1",114392790,114511203,51592
"IPP","ENSG00000197429","1",45694324,45750653,3652
"MIB2","ENSG00000197530","1",1615415,1630610,142678
"HHLA3","ENSG00000197568","1",70354805,70385339,11147
"CDC42SE1","ENSG00000197622","1",151050971,151070325,56882
"TAF13","ENSG00000197780","1",109062486,109076003,6884
"ATAD3A","ENSG00000197785","1",1512162,1534685,55210
"INKA2","ENSG00000197852","1",111680630,111755824,55924
"HES5","ENSG00000197921","1",2528745,2530263,388585
"C1orf122","ENSG00000197982","1",37806979,37809454,127687
"SNHG12","ENSG00000197989","1",28578538,28583132,85028
"MIER1","ENSG00000198160","1",66924895,66988619,57708
"MAN1A2","ENSG00000198162","1",117367449,117528872,10905
"SZT2","ENSG00000198198","1",43389882,43454247,23334
"ANKRD35","ENSG00000198483","1",145866560,145885866,148741
"YTHDF2","ENSG00000198492","1",28736621,28769775,51441
"ARMH1","ENSG00000198520","1",44674692,44725591,339541
"MTCO3P12","ENSG00000198744","1",634376,634922,NA
"GPATCH3","ENSG00000198746","1",26890488,26900467,63906
"MTOR","ENSG00000198793","1",11106535,11262551,2475
"LRIG2","ENSG00000198799","1",113073198,113132260,9860
"FOXJ3","ENSG00000198815","1",42176539,42335877,22887
"HMGN2","ENSG00000198830","1",26472440,26476642,3151
"KTI12","ENSG00000198841","1",52032103,52033810,112970
"PRMT6","ENSG00000198890","1",107056674,107067636,55170
"C1orf174","ENSG00000198912","1",3889125,3900293,339448
"TDRKH-AS1","ENSG00000203288","1",151790804,151794402,109729141
"EFCAB7","ENSG00000203965","1",63523372,63572693,84455
"FOXO6","ENSG00000204060","1",41361922,41383590,100132074
"INPP5B","ENSG00000204084","1",37860697,37947057,3633
"PHACTR4","ENSG00000204138","1",28369582,28500364,65979
"ZDHHC18","ENSG00000204160","1",26826688,26857604,84243
"MACO1","ENSG00000204178","1",25430858,25500209,55219
"TCEA3","ENSG00000204219","1",23380909,23424748,6920
"DISP3","ENSG00000204624","1",11479155,11537551,57540
"ZBTB48","ENSG00000204859","1",6579994,6589280,3104
"TMEM240","ENSG00000205090","1",1534778,1540624,339453
"TMEM88B","ENSG00000205116","1",1426128,1427787,643965
"GNRHR2","ENSG00000211451","1",145919013,145925341,114814
"AKR7L","ENSG00000211454","1",19265982,19274194,NA
"MLLT11","ENSG00000213190","1",151060397,151069544,10962
"NRAS","ENSG00000213281","1",114704469,114716771,4893
"GSTM2","ENSG00000213366","1",109668022,109709551,2946
"RBMXL1","ENSG00000213516","1",88979456,88992960,494115
"LEPROT","ENSG00000213625","1",65420587,65436007,54741
"MYCBP","ENSG00000214114","1",38862493,38873368,26292
"SH3D21","ENSG00000214193","1",36306368,36329340,79729
"","ENSG00000215014","1",1574102,1577075,NA
"TMEM167B","ENSG00000215717","1",109090764,109096934,56900
"TNFRSF25","ENSG00000215788","1",6460786,6466175,8718
"SLC35E2A","ENSG00000215790","1",1724838,1745992,9906
"","ENSG00000215861","1",149197992,149321732,NA
"CYB5RL","ENSG00000215883","1",54169651,54200036,606495
"CROCCP2","ENSG00000215908","1",16618253,16657232,84809
"ATAD3C","ENSG00000215915","1",1449689,1470163,219293
"","ENSG00000217801","1",1059708,1069355,100288175
"LINC00339","ENSG00000218510","1",22024558,22031223,29092
"NBPF1","ENSG00000219481","1",16562319,16613562,55672
"MTMR9LP","ENSG00000220785","1",32231658,32241620,NA
"CCNL2","ENSG00000221978","1",1385711,1399335,81669
"","ENSG00000223612","1",145233001,145233519,NA
"CCDC18-AS1","ENSG00000223745","1",93262186,93346025,NA
"","ENSG00000223804","1",120267334,120341871,NA
"CPTP","ENSG00000224051","1",1324756,1328896,80772
"","ENSG00000224066","1",32204769,32206814,NA
"LINC01357","ENSG00000224167","1",112849821,112877871,NA
"NDUFA4P1","ENSG00000224550","1",107505203,107505448,NA
"MIR3659HG","ENSG00000224592","1",38047314,38119025,NA
"RTCA-AS1","ENSG00000224616","1",100251528,100266179,NA
"MRPL20-AS1","ENSG00000224870","1",1399520,1402046,148413
"MTND2P28","ENSG00000225630","1",629640,630683,NA
"FAM229A","ENSG00000225828","1",32361270,32364278,100128071
